,plate_id,study,plate_type,species,strain,media,rep,setup_time
722,771,Sakoulas strains,PM12B,S. aureus,Sakoulas_18,RPMI,R2,12/22/2019 13:54
723,772,Sakoulas strains,PM12B,S. aureus,Sakoulas_19,MHB,R1,12/22/2019 13:54
724,773,Sakoulas strains,PM12B,S. aureus,Sakoulas_19,MHB,R2,12/22/2019 13:54
725,774,Sakoulas strains,PM12B,S. aureus,Sakoulas_19,RPMI,R1,12/22/2019 13:54
726,775,Sakoulas strains,PM12B,S. aureus,Sakoulas_19,RPMI,R2,12/22/2019 13:54
727,776,Sakoulas strains,PM12B,S. aureus,Sakoulas_21,MHB,R1,12/22/2019 13:54
728,777,Sakoulas strains,PM12B,S. aureus,Sakoulas_21,MHB,R2,12/22/2019 13:54
729,778,Sakoulas strains,PM12B,S. aureus,Sakoulas_21,RPMI,R1,12/22/2019 13:54
730,779,Sakoulas strains,PM12B,S. aureus,Sakoulas_21,RPMI,R2,12/22/2019 13:54
731,780,Sakoulas strains,PM12B,S. aureus,Sakoulas_24,MHB,R1,12/23/2019 10:44
732,781,Sakoulas strains,PM12B,S. aureus,Sakoulas_24,MHB,R2,12/23/2019 10:44
733,782,Sakoulas strains,PM12B,S. aureus,Sakoulas_24,RPMI,R1,12/23/2019 10:44
734,783,Sakoulas strains,PM12B,S. aureus,Sakoulas_24,RPMI,R2,12/23/2019 10:44
735,784,Sakoulas strains,PM12B,S. aureus,Sakoulas_27,MHB,R1,1/3/2020 15:27
736,785,Sakoulas strains,PM12B,S. aureus,Sakoulas_27,MHB,R2,1/3/2020 15:27
737,786,Sakoulas strains,PM12B,S. aureus,Sakoulas_27,RPMI,R1,1/3/2020 15:27
738,787,Sakoulas strains,PM12B,S. aureus,Sakoulas_27,RPMI,R2,1/3/2020 15:27
739,788,Sakoulas strains,PM12B,S. aureus,Sakoulas_30,MHB,R1,1/3/2020 15:27
740,789,Sakoulas strains,PM12B,S. aureus,Sakoulas_30,MHB,R2,1/3/2020 15:27
741,790,Sakoulas strains,PM12B,S. aureus,Sakoulas_30,RPMI,R1,1/3/2020 15:27
742,791,Sakoulas strains,PM12B,S. aureus,Sakoulas_30,RPMI,R2,1/3/2020 15:27
743,792,Sakoulas strains,PM12B,S. aureus,Sakoulas_35,MHB,R1,1/3/2020 15:27
744,793,Sakoulas strains,PM12B,S. aureus,Sakoulas_35,MHB,R2,1/3/2020 15:27
745,794,Sakoulas strains,PM12B,S. aureus,Sakoulas_35,RPMI,R1,1/3/2020 15:27
746,795,Sakoulas strains,PM12B,S. aureus,Sakoulas_35,RPMI,R2,1/3/2020 15:27
747,676,Mouse E. colis,PM01,E. coli,A220 orig 1,IF0,R2,10/30/2019 2:52:47 PM
748,677,Mouse E. colis,PM01,E. coli,A220 orig 2,IF0,R1,10/30/2019 2:52:47 PM
749,678,Mouse E. colis,PM01,E. coli,A220 orig 2,IF0,R2,10/30/2019 2:52:47 PM
750,679,Mouse E. colis,PM01,E. coli,A220 orig 1,IF0,R1,10/30/2019 2:52:47 PM
751,680,Mouse E. colis,PM01,E. coli,A220 orig 3,IF0,R1,10/30/2019 2:52:47 PM
752,681,Mouse E. colis,PM01,E. coli,A220 orig 3,IF0,R2,10/30/2019 2:52:47 PM
753,682,Mouse E. colis,PM01,E. coli,A251 orig 1,IF0,R1,10/30/2019 2:52:47 PM
754,683,Mouse E. colis,PM01,E. coli,A251 orig 1,IF0,R2,10/30/2019 2:52:47 PM
755,684,Mouse E. colis,PM02A,E. coli,A220 orig 1,IF0,R1,10/30/2019 2:52:47 PM
756,685,Mouse E. colis,PM02A,E. coli,A220 orig 1,IF0,R2,10/30/2019 2:52:47 PM
757,686,Mouse E. colis,PM02A,E. coli,A220 orig 2,IF0,R1,10/30/2019 2:52:47 PM
758,687,Mouse E. colis,PM02A,E. coli,A220 orig 2,IF0,R2,10/30/2019 2:52:47 PM
759,688,Mouse E. colis,PM02A,E. coli,A220 orig 3,IF0,R1,10/30/2019 2:52:47 PM
760,689,Mouse E. colis,PM02A,E. coli,A220 orig 3,IF0,R2,10/30/2019 2:52:47 PM
761,690,Mouse E. colis,PM02A,E. coli,A251 orig 1,IF0,R1,10/30/2019 2:52:47 PM
762,691,Mouse E. colis,PM02A,E. coli,A251 orig 1,IF0,R2,10/30/2019 2:52:47 PM
763,692,Mouse E. colis,PM01,E. coli,A220 25N -1,IF0,R1,12/10/2019 17:09
764,693,Mouse E. colis,PM01,E. coli,A220 25N -1,IF0,R2,12/10/2019 17:09
765,694,Mouse E. colis,PM01,E. coli,A220 25N -13,IF0,R1,12/10/2019 17:09
766,695,Mouse E. colis,PM01,E. coli,A220 25N -13,IF0,R2,12/10/2019 17:09
767,696,Mouse E. colis,PM01,E. coli,A220 25N -24,IF0,R1,12/11/2019 15:25
768,697,Mouse E. colis,PM01,E. coli,A220 25N -24,IF0,R2,12/11/2019 15:25
769,698,Mouse E. colis,PM01,E. coli,A220 28N -1,IF0,R1,12/11/2019 15:25
770,699,Mouse E. colis,PM01,E. coli,A220 28N -1,IF0,R2,12/11/2019 15:25
771,700,Mouse E. colis,PM01,E. coli,A220 28N -13,IF0,R1,12/11/2019 15:25
772,701,Mouse E. colis,PM01,E. coli,A220 28N -13,IF0,R2,12/11/2019 15:25
773,702,Mouse E. colis,PM01,E. coli,A220 28N -24,IF0,R1,12/11/2019 15:25
774,703,Mouse E. colis,PM01,E. coli,A220 28N -24,IF0,R2,12/11/2019 15:25
775,704,Mouse E. colis,PM01,E. coli,A251 orig -2,IF0,R1,12/10/2019 17:09
776,705,Mouse E. colis,PM01,E. coli,A251 orig -2,IF0,R2,12/10/2019 17:09
777,706,Mouse E. colis,PM01,E. coli,A251 orig -3,IF0,R1,12/10/2019 17:09
778,707,Mouse E. colis,PM01,E. coli,A251 orig -3,IF0,R2,12/10/2019 17:09
779,708,Mouse E. colis,PM02A,E. coli,A220 25N -1,IF0,R1,12/10/2019 17:09
780,709,Mouse E. colis,PM02A,E. coli,A220 25N -1,IF0,R2,12/10/2019 17:09
781,710,Mouse E. colis,PM02A,E. coli,A220 25N -13,IF0,R1,12/10/2019 17:09
782,711,Mouse E. colis,PM02A,E. coli,A220 25N -13,IF0,R2,12/10/2019 17:09
783,712,Mouse E. colis,PM02A,E. coli,A220 25N -24,IF0,R1,12/11/2019 15:25
784,713,Mouse E. colis,PM02A,E. coli,A220 25N -24,IF0,R2,12/11/2019 15:25
785,714,Mouse E. colis,PM02A,E. coli,A220 28N -1,IF0,R1,12/11/2019 15:25
786,715,Mouse E. colis,PM02A,E. coli,A220 28N -1,IF0,R2,12/11/2019 15:25
787,716,Mouse E. colis,PM02A,E. coli,A220 28N -13,IF0,R1,12/11/2019 15:25
788,717,Mouse E. colis,PM02A,E. coli,A220 28N -13,IF0,R2,12/11/2019 15:25
789,718,Mouse E. colis,PM02A,E. coli,A220 28N -24,IF0,R1,12/11/2019 15:25
790,719,Mouse E. colis,PM02A,E. coli,A220 28N -24,IF0,R2,12/11/2019 15:25
791,720,Mouse E. colis,PM02A,E. coli,A251 orig -2,IF0,R1,12/10/2019 17:09
792,721,Mouse E. colis,PM02A,E. coli,A251 orig -2,IF0,R2,12/10/2019 17:09
793,722,Mouse E. colis,PM02A,E. coli,A251 orig -3,IF0,R1,12/10/2019 17:09
794,723,Mouse E. colis,PM02A,E. coli,A251 orig -3,IF0,R2,12/10/2019 17:09
795,796,Gao,PM11C,S. typhimurium,LT2 deltaFur,IF10b,R1,12/14/2019 1:56:50 AM
796,797,Gao,PM11C,S. typhimurium,LT2 deltaFur,IF10b,R2,12/14/2019 1:56:50 AM
797,798,Gao,PM11C,S. typhimurium,LT2,IF10b,R1,12/14/2019 1:56:50 AM
798,799,Gao,PM11C,S. typhimurium,LT2,IF10b,R2,12/14/2019 1:56:50 AM
799,800,Gao,PM12B,S. typhimurium,LT2 deltaFur,IF10b,R1,12/14/2019 1:56:50 AM
800,801,Gao,PM12B,S. typhimurium,LT2 deltaFur,IF10b,R2,12/14/2019 1:56:50 AM
801,802,Gao,PM12B,S. typhimurium,LT2,IF10b,R1,12/14/2019 1:56:50 AM
802,803,Gao,PM12B,S. typhimurium,LT2,IF10b,R2,12/14/2019 1:56:50 AM
803,804,Gao,PM11C,E. coli,042 deltaFur,IF10b,R1,12/9/2019 9:22:55 PM
804,805,Gao,PM11C,E. coli,042 deltaFur,IF10b,R2,12/9/2019 9:22:55 PM
805,806,Gao,PM11C,E. coli,042,IF10b,R1,12/9/2019 9:22:55 PM
806,807,Gao,PM11C,E. coli,042,IF10b,R2,12/9/2019 9:22:55 PM
807,808,Gao,PM11C,E. coli,BL21 deltaFur,IF10b,R1,12/5/2019 8:11:25 PM
808,809,Gao,PM11C,E. coli,BL21 deltaFur,IF10b,R2,12/5/2019 8:11:25 PM
809,810,Gao,PM11C,E. coli,BL21,IF10b,R1,12/5/2019 7:39:14 PM
810,811,Gao,PM11C,E. coli,BL21,IF10b,R2,12/5/2019 7:39:14 PM
811,812,Gao,PM11C,E. coli,CFT073 deltaFur,IF10b,R1,12/9/2019 8:40:00 PM
812,813,Gao,PM11C,E. coli,CFT073 deltaFur,IF10b,R2,12/9/2019 8:40:00 PM
813,814,Gao,PM11C,E. coli,CFT073,IF10b,R1,12/9/2019 8:40:00 PM
814,815,Gao,PM11C,E. coli,CFT073,IF10b,R2,12/9/2019 8:40:00 PM
815,816,Gao,PM11C,E. coli,Crooks deltaFur,IF10b,R1,12/5/2019 9:10:28 PM
816,817,Gao,PM11C,E. coli,Crooks deltaFur,IF10b,R2,12/5/2019 9:10:28 PM
817,818,Gao,PM11C,E. coli,Crooks,IF10b,R1,12/5/2019 8:29:39 PM
818,819,Gao,PM11C,E. coli,Crooks,IF10b,R2,12/5/2019 8:29:39 PM
819,820,Gao,PM11C,E. coli,KO11FL deltaFur,IF10b,R1,12/14/2019 2:00:03 AM
820,821,Gao,PM11C,E. coli,KO11FL deltaFur,IF10b,R2,12/14/2019 2:00:03 AM
821,822,Gao,PM11C,E. coli,KO11FL,IF10b,R1,12/14/2019 2:00:03 AM
822,823,Gao,PM11C,E. coli,KO11FL,IF10b,R2,12/14/2019 2:00:03 AM
823,824,Gao,PM11C,E. coli,MG1655 deltaFur,IF10b,R1,12/5/2019 6:52:25 PM
824,825,Gao,PM11C,E. coli,MG1655 deltaFur,IF10b,R2,12/5/2019 6:52:25 PM
825,826,Gao,PM11C,E. coli,Sakai deltaFur,IF10b,R1,12/13/2019 11:58:27 PM
826,827,Gao,PM11C,E. coli,Sakai deltaFur,IF10b,R2,12/13/2019 11:58:27 PM
827,828,Gao,PM11C,E. coli,Sakai,IF10b,R1,12/13/2019 11:58:27 PM
828,829,Gao,PM11C,E. coli,Sakai,IF10b,R2,12/13/2019 11:58:27 PM
829,830,Gao,PM11C,E. coli,W deltaFur,IF10b,R1,12/6/2019 12:14:40 AM
830,831,Gao,PM11C,E. coli,W deltaFur,IF10b,R2,12/6/2019 12:14:40 AM
831,832,Gao,PM11C,E. coli,W,IF10b,R1,12/6/2019 12:14:40 AM
832,833,Gao,PM11C,E. coli,W,IF10b,R2,12/6/2019 12:14:40 AM
833,834,Gao,PM11C,E. coli,W3110 deltaFur,IF10b,R1,12/6/2019 1:59:29 AM
834,835,Gao,PM11C,E. coli,W3110 deltaFur,IF10b,R2,12/6/2019 1:59:29 AM
835,836,Gao,PM11C,E. coli,W3110,IF10b,R1,12/6/2019 12:28:25 AM
836,837,Gao,PM11C,E. coli,W3110,IF10b,R2,12/6/2019 12:28:25 AM
837,838,Gao,PM11C,E. coli,MG1655,IF10b,R1,12/5/2019 6:18:46 PM
838,839,Gao,PM11C,E. coli,MG1655,IF10b,R2,12/5/2019 6:18:46 PM
839,840,Gao,PM12B,E. coli,042 deltaFur,IF10b,R1,12/9/2019 9:22:55 PM
840,841,Gao,PM12B,E. coli,042 deltaFur,IF10b,R2,12/9/2019 9:22:55 PM
841,842,Gao,PM12B,E. coli,042,IF10b,R1,12/9/2019 9:22:55 PM
842,843,Gao,PM12B,E. coli,042,IF10b,R2,12/9/2019 9:22:55 PM
843,844,Gao,PM12B,E. coli,BL21 deltaFur,IF10b,R1,12/5/2019 8:11:25 PM
844,845,Gao,PM12B,E. coli,BL21 deltaFur,IF10b,R2,12/5/2019 8:11:25 PM
845,846,Gao,PM12B,E. coli,BL21,IF10b,R1,12/5/2019 7:39:14 PM
846,847,Gao,PM12B,E. coli,BL21,IF10b,R2,12/5/2019 7:39:14 PM
847,848,Gao,PM12B,E. coli,CFT073 deltaFur,IF10b,R1,12/9/2019 8:40:00 PM
848,849,Gao,PM12B,E. coli,CFT073 deltaFur,IF10b,R2,12/9/2019 8:40:00 PM
849,850,Gao,PM12B,E. coli,CFT073,IF10b,R1,12/9/2019 8:40:00 PM
850,851,Gao,PM12B,E. coli,CFT073,IF10b,R2,12/9/2019 8:40:00 PM
851,852,Gao,PM12B,E. coli,Crooks deltaFur,IF10b,R1,12/5/2019 9:10:28 PM
852,853,Gao,PM12B,E. coli,Crooks deltaFur,IF10b,R2,12/5/2019 9:10:28 PM
853,854,Gao,PM12B,E. coli,Crooks,IF10b,R1,12/5/2019 8:29:39 PM
854,855,Gao,PM12B,E. coli,Crooks,IF10b,R2,12/5/2019 8:29:39 PM
855,856,Gao,PM12B,E. coli,KO11FL deltaFur,IF10b,R2,12/14/2019 2:00:03 AM
856,857,Gao,PM12B,E. coli,KO11FL deltaFur,IF10b,R1,12/14/2019 2:00:03 AM
857,858,Gao,PM12B,E. coli,KO11FL,IF10b,R1,12/14/2019 2:00:03 AM
858,859,Gao,PM12B,E. coli,KO11FL,IF10b,R2,12/14/2019 2:00:03 AM
859,860,Gao,PM12B,E. coli,MG1655 deltaFur,IF10b,R1,12/5/2019 6:52:25 PM
860,861,Gao,PM12B,E. coli,MG1655 deltaFur,IF10b,R2,12/5/2019 6:52:25 PM
861,862,Gao,PM12B,E. coli,MG1655,IF10b,R1,12/5/2019 6:24:54 PM
862,863,Gao,PM12B,E. coli,MG1655,IF10b,R2,12/5/2019 6:24:54 PM
863,864,Gao,PM12B,E. coli,Sakai deltaFur,IF10b,R1,12/13/2019 11:58:27 PM
864,865,Gao,PM12B,E. coli,Sakai deltaFur,IF10b,R2,12/13/2019 11:58:27 PM
865,866,Gao,PM12B,E. coli,Sakai,IF10b,R1,12/13/2019 11:58:27 PM
866,867,Gao,PM12B,E. coli,Sakai,IF10b,R2,12/13/2019 11:58:27 PM
867,868,Gao,PM12B,E. coli,W deltaFur,IF10b,R1,12/6/2019 12:14:40 AM
868,869,Gao,PM12B,E. coli,W deltaFur,IF10b,R2,12/6/2019 12:14:40 AM
869,870,Gao,PM12B,E. coli,W,IF10b,R1,12/6/2019 12:14:40 AM
870,871,Gao,PM12B,E. coli,W,IF10b,R2,12/6/2019 12:14:40 AM
871,872,Gao,PM12B,E. coli,W3110 deltaFur,IF10b,R1,12/6/2019 1:59:29 AM
872,873,Gao,PM12B,E. coli,W3110 deltaFur,IF10b,R2,12/6/2019 1:59:29 AM
873,874,Gao,PM12B,E. coli,W3110,IF10b,R1,12/6/2019 12:28:25 AM
874,875,Gao,PM12B,E. coli,W3110,IF10b,R2,12/6/2019 12:28:25 AM
875,876,LAC,PM11C,S. aureus,LAC,RPMI-LB,R1,4/30/2019 1:16:11 PM
876,877,LAC,PM11C,S. aureus,LAC,RPMI-LB,R2,4/30/2019 1:16:11 PM
877,878,LAC,PM11C,S. aureus,LAC,SS-LB,R1,4/30/2019 1:16:11 PM
878,879,LAC,PM11C,S. aureus,LAC,SS-LB,R2,4/30/2019 1:16:11 PM
879,880,LAC,PM12B,S. aureus,LAC,RPMI-LB,R1,4/30/2019 1:16:11 PM
880,881,LAC,PM12B,S. aureus,LAC,RPMI-LB,R2,4/30/2019 1:16:11 PM
881,882,LAC,PM12B,S. aureus,LAC,SS-LB,R1,4/30/2019 1:16:11 PM
882,883,LAC,PM12B,S. aureus,LAC,SS-LB,R2,4/30/2019 1:16:11 PM
883,884,3colis,PM01,E. coli,CFT073,IF0,R1,2/28/2019 14:50
884,885,3colis,PM01,E. coli,CFT073,IF0,R2,2/28/2019 14:50
885,886,3colis,PM01,E. coli,JM3,IF0,R1,2/28/2019 14:50
886,887,3colis,PM01,E. coli,MG1655,IF0,R1,2/28/2019 14:50
887,888,3colis,PM01,E. coli,MG1655,IF0,R2,2/28/2019 14:50
888,889,3colis,PM02A,E. coli,CFT073,IF0,R1,2/28/2019 14:50
889,890,3colis,PM02A,E. coli,CFT073,IF0,R2,2/28/2019 14:50
890,891,3colis,PM02A,E. coli,JM3,IF0,R1,2/28/2019 14:50
891,892,3colis,PM02A,E. coli,JM3,IF0,R2,2/28/2019 14:50
892,893,3colis,PM02A,E. coli,MG1655,IF0,R1,2/28/2019 14:50
893,894,3colis,PM02A,E. coli,MG1655,IF0,R2,2/28/2019 14:50
894,895,3colis,PM03B,E. coli,CFT073,IF0,R1,2/28/2019 14:50
895,896,3colis,PM03B,E. coli,CFT073,IF0,R2,2/28/2019 14:50
896,897,3colis,PM03B,E. coli,JM3,IF0,R1,2/28/2019 14:50
897,898,3colis,PM03B,E. coli,JM3,IF0,R2,2/28/2019 14:50
898,899,3colis,PM03B,E. coli,MG1655,IF0,R1,2/28/2019 14:50
899,900,3colis,PM03B,E. coli,MG1655,IF0,R2,2/28/2019 14:50
900,901,3colis,PM04A,E. coli,CFT073,IF0,R1,2/28/2019 14:50
901,902,3colis,PM04A,E. coli,CFT073,IF0,R2,2/28/2019 14:50
902,903,3colis,PM04A,E. coli,JM3,IF0,R1,2/28/2019 14:50
903,904,3colis,PM04A,E. coli,JM3,IF0,R2,2/28/2019 14:50
904,905,3colis,PM04A,E. coli,MG1655,IF0,R1,2/28/2019 14:50
905,906,3colis,PM04A,E. coli,MG1655,IF0,R2,2/28/2019 14:50
906,907,3colis,PM09,E. coli,CFT073,IF0,R1,2/28/2019 14:50
907,908,3colis,PM09,E. coli,JM3,IF0,R1,2/28/2019 14:50
908,909,3colis,PM09,E. coli,MG1655,IF0,R1,2/28/2019 14:50
909,910,3colis,PM09,E. coli,MG1655,IF0,R2,2/28/2019 14:50
910,911,3colis,PM10,E. coli,CFT073,IF0,R1,2/28/2019 14:50
911,912,3colis,PM10,E. coli,CFT073,IF0,R2,2/28/2019 14:50
912,913,3colis,PM10,E. coli,JM3,IF0,R1,2/28/2019 14:50
913,914,3colis,PM10,E. coli,JM3,IF0,R2,2/28/2019 14:50
914,915,3colis,PM10,E. coli,MG1655,IF0,R1,2/28/2019 14:50
915,916,3colis,PM10,E. coli,MG1655,IF0,R2,2/28/2019 14:50
916,917,3colis,PM11C,E. coli,CFT073,IF0,R1,2/28/2019 14:50
917,918,3colis,PM11C,E. coli,CFT073,IF0,R2,2/28/2019 14:50
918,919,3colis,PM11C,E. coli,JM3,IF0,R1,2/28/2019 14:50
919,920,3colis,PM11C,E. coli,JM3,IF0,R2,2/28/2019 14:50
920,921,3colis,PM11C,E. coli,MG1655,IF0,R1,2/28/2019 14:50
921,922,3colis,PM11C,E. coli,MG1655,IF0,R2,2/28/2019 14:50
922,923,3colis,PM12B,E. coli,CFT073,IF0,R1,2/28/2019 14:50
923,924,3colis,PM12B,E. coli,CFT073,IF0,R2,2/28/2019 14:50
924,925,3colis,PM12B,E. coli,JM3,IF0,R1,2/28/2019 14:50
925,926,3colis,PM01,E. coli,JM3,IF0,R2,2/28/2019 14:50
926,927,3colis,PM12B,E. coli,JM3,IF0,R2,2/28/2019 14:50
927,928,3colis,PM12B,E. coli,MG1655,IF0,R1,2/28/2019 14:50
928,929,3colis,PM12B,E. coli,MG1655,IF0,R2,2/28/2019 14:50
929,930,3colis,PM09,E. coli,CFT073,IF0,R2,3/15/2019 14:13
930,931,3colis,PM09,E. coli,JM3,IF0,R2,3/15/2019 14:13
931,932,M9vsIF0,PM01,E. coli,JM3,M9,R1,3/15/2019 14:13
932,933,M9vsIF0,PM01,E. coli,JM3,M9,R2,3/15/2019 14:13
933,934,M9vsIF0,PM01,E. coli,MG1655,M9,R1,3/15/2019 14:13
934,935,M9vsIF0,PM01,E. coli,MG1655,M9,R2,3/15/2019 14:13
935,936,M9vsIF0,PM02A,E. coli,JM3,M9,R1,3/15/2019 14:13
936,937,M9vsIF0,PM02A,E. coli,JM3,M9,R2,3/15/2019 14:13
937,938,M9vsIF0,PM02A,E. coli,MG1655,M9,R1,3/15/2019 14:13
938,939,M9vsIF0,PM02A,E. coli,MG1655,M9,R2,3/15/2019 14:13
939,940,D592,PM11C,S. aureus,D592,10b,R1,3/27/2019 2:12:39 PM
940,941,D592,PM11C,S. aureus,D592,M9,R1,3/27/2019 2:12:39 PM
941,942,D592,PM11C,S. aureus,D592,RPMI,R1,3/27/2019 2:12:39 PM
942,943,D592,PM11C,S. aureus,D592,10b,R2,3/27/2019 2:12:39 PM
943,944,D592,PM11C,S. aureus,D592,M9,R2,3/27/2019 2:12:39 PM
944,945,D592,PM11C,S. aureus,D592,RPMI,R2,3/27/2019 2:12:39 PM
945,946,D592,PM11C,S. aureus,TCH1516,10b,R1,3/27/2019 2:12:39 PM
946,947,D592,PM11C,S. aureus,TCH1516,M9,R1,3/27/2019 2:12:39 PM
947,948,D592,PM11C,S. aureus,TCH1516,RPMI,R1,3/27/2019 2:12:39 PM
948,949,D592,PM11C,S. aureus,TCH1516,10b,R2,3/27/2019 2:12:39 PM
949,950,D592,PM11C,S. aureus,TCH1516,M9,R2,3/27/2019 2:12:39 PM
950,951,D592,PM11C,S. aureus,TCH1516,RPMI,R2,3/27/2019 2:12:39 PM
951,952,D592,PM12B,S. aureus,D592,10b,R1,3/27/2019 2:12:39 PM
952,953,D592,PM12B,S. aureus,D592,M9,R1,3/27/2019 2:12:39 PM
953,954,D592,PM12B,S. aureus,D592,RPMI,R1,3/27/2019 2:12:39 PM
954,955,D592,PM12B,S. aureus,D592,10b,R2,3/27/2019 2:12:39 PM
955,956,D592,PM12B,S. aureus,D592,M9,R2,3/27/2019 2:12:39 PM
956,957,D592,PM12B,S. aureus,D592,RPMI,R2,3/27/2019 2:12:39 PM
957,958,D592,PM12B,S. aureus,TCH1516,10b,R1,3/27/2019 2:12:39 PM
958,959,D592,PM12B,S. aureus,TCH1516,M9,R1,3/27/2019 2:12:39 PM
959,960,D592,PM12B,S. aureus,TCH1516,RPMI,R1,3/27/2019 2:12:39 PM
960,961,D592,PM12B,S. aureus,TCH1516,10b,R2,3/27/2019 2:12:39 PM
961,962,D592,PM12B,S. aureus,TCH1516,M9,R2,3/27/2019 2:12:39 PM
962,963,D592,PM12B,S. aureus,TCH1516,RPMI,R2,3/27/2019 2:12:39 PM
963,1,P. putida JBEI,PM01,P. putida,15070,IF0,R1,11/15/2020 4:59:27 PM
964,2,P. putida JBEI,PM01,P. putida,15070,IF0,R2,11/15/2020 4:59:27 PM
965,3,P. putida JBEI,PM01,P. putida,31753,IF0,R1,11/15/2020 4:59:27 PM
966,4,P. putida JBEI,PM01,P. putida,31753,IF0,R2,11/15/2020 4:59:27 PM
967,5,P. putida JBEI,PM01,P. putida,49688,IF0,R1,11/15/2020 4:59:27 PM
968,6,P. putida JBEI,PM01,P. putida,49688,IF0,R2,11/15/2020 4:59:27 PM
969,7,P. putida JBEI,PM01,P. putida,68832,IF0,R1,11/20/2020 12:56:37 PM
970,8,P. putida JBEI,PM01,P. putida,68832,IF0,R2,11/20/2020 12:56:37 PM
971,9,P. putida JBEI,PM01,P. putida,700097,IF0,R1,11/15/2020 4:59:27 PM
972,10,P. putida JBEI,PM01,P. putida,700097,IF0,R2,11/15/2020 4:59:27 PM
973,11,P. putida JBEI,PM01,P. putida,11172,IF0,R1,11/15/2020 4:59:27 PM
974,12,P. putida JBEI,PM01,P. putida,11172,IF0,R2,11/15/2020 4:59:27 PM
975,13,P. putida JBEI,PM01,P. putida,23484,IF0,R1,11/15/2020 4:59:27 PM
976,14,P. putida JBEI,PM01,P. putida,23484,IF0,R2,11/15/2020 4:59:27 PM
977,15,P. putida JBEI,PM01,P. putida,795,IF0,R1,11/20/2020 12:56:37 PM
978,16,P. putida JBEI,PM01,P. putida,795,IF0,R2,11/20/2020 12:56:37 PM
979,17,P. putida JBEI,PM01,P. putida,598,IF0,R1,11/20/2020 12:56:37 PM
980,18,P. putida JBEI,PM01,P. putida,598,IF0,R2,11/20/2020 12:56:37 PM
981,19,P. putida JBEI,PM01,P. putida,12842,IF0,R1,11/20/2020 12:56:37 PM
982,20,P. putida JBEI,PM01,P. putida,12842,IF0,R2,11/20/2020 12:56:37 PM
983,21,P. putida JBEI,PM01,P. putida,17428,IF0,R1,11/20/2020 12:56:37 PM
984,22,P. putida JBEI,PM01,P. putida,17428,IF0,R2,11/20/2020 12:56:37 PM
985,23,P. putida JBEI,PM01,P. putida,17453,IF0,R1,11/15/2020 4:59:27 PM
986,24,P. putida JBEI,PM01,P. putida,17453,IF0,R2,11/15/2020 4:59:27 PM
987,25,P. putida JBEI,PM01,P. putida,17514,IF0,R1,11/15/2020 4:59:27 PM
988,26,P. putida JBEI,PM01,P. putida,17514,IF0,R2,11/15/2020 4:59:27 PM
989,27,P. putida JBEI,PM01,P. putida,17485,IF0,R1,11/20/2020 12:56:37 PM
990,28,P. putida JBEI,PM01,P. putida,17485,IF0,R2,11/20/2020 12:56:37 PM
991,29,P. putida JBEI,PM01,P. putida,17494,IF0,R1,11/20/2020 12:56:37 PM
992,30,P. putida JBEI,PM01,P. putida,17494,IF0,R2,11/20/2020 12:56:37 PM
993,31,P. putida JBEI,PM01,P. putida,21025,IF0,R1,11/16/2020 11:55:20 AM
994,32,P. putida JBEI,PM01,P. putida,21025,IF0,R2,11/16/2020 11:55:20 AM
995,33,P. putida JBEI,PM01,P. putida,8209,IF0,R1,11/16/2020 11:55:20 AM
996,34,P. putida JBEI,PM01,P. putida,8209,IF0,R2,11/16/2020 11:55:20 AM
997,35,P. putida JBEI,PM02A,P. putida,15070,IF0,R1,11/15/2020 4:59:27 PM
998,36,P. putida JBEI,PM02A,P. putida,15070,IF0,R2,11/15/2020 4:59:27 PM
999,37,P. putida JBEI,PM02A,P. putida,31753,IF0,R1,11/15/2020 4:59:27 PM
1000,38,P. putida JBEI,PM02A,P. putida,31753,IF0,R2,11/15/2020 4:59:27 PM
1001,39,P. putida JBEI,PM02A,P. putida,49688,IF0,R1,11/15/2020 4:59:27 PM
1002,40,P. putida JBEI,PM02A,P. putida,49688,IF0,R2,11/15/2020 4:59:27 PM
1003,41,P. putida JBEI,PM02A,P. putida,68832,IF0,R1,11/20/2020 12:56:37 PM
1004,42,P. putida JBEI,PM02A,P. putida,68832,IF0,R2,11/20/2020 12:56:37 PM
1005,43,P. putida JBEI,PM02A,P. putida,700097,IF0,R1,11/15/2020 4:59:27 PM
1006,44,P. putida JBEI,PM02A,P. putida,700097,IF0,R2,11/15/2020 4:59:27 PM
1007,45,P. putida JBEI,PM02A,P. putida,11172,IF0,R1,11/15/2020 4:59:27 PM
1008,46,P. putida JBEI,PM02A,P. putida,11172,IF0,R2,11/15/2020 4:59:27 PM
1009,47,P. putida JBEI,PM02A,P. putida,23484,IF0,R1,11/15/2020 4:59:27 PM
1010,48,P. putida JBEI,PM02A,P. putida,23484,IF0,R2,11/15/2020 4:59:27 PM
1011,49,P. putida JBEI,PM02A,P. putida,795,IF0,R1,11/20/2020 12:56:37 PM
1012,50,P. putida JBEI,PM02A,P. putida,795,IF0,R2,11/20/2020 12:56:37 PM
1013,51,P. putida JBEI,PM02A,P. putida,598,IF0,R1,11/20/2020 12:56:37 PM
1014,52,P. putida JBEI,PM02A,P. putida,598,IF0,R2,11/20/2020 12:56:37 PM
1015,53,P. putida JBEI,PM02A,P. putida,12842,IF0,R1,11/20/2020 12:56:37 PM
